"alt","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
66,268,277,262,2234,361,59,58,995,196,196,918,93,81,614,332,218,114,262,277
199,259,263,255,1844,294,13,67,792,53,271,778,123,76,335,340,180,160,255,260
66,268,277,262,2234,361,59,58,995,196,196,918,93,81,614,332,218,114,262,277
248,257,262,251,2351,368,12,67,1057,70,332,1041,125,69,489,349,169,180,251,254
189,260,264,256,1829,291,12,68,786,47,273,777,126,76,317,343,178,165,256,260
177,261,266,257,1786,274,10,67,779,43,262,766,127,76,359,345,179,166,257,262
37,270,277,263,1951,297,66,54,854,200,261,854,96,80,512,333,213,120,263,272
204,262,267,257,2347,341,39,56,970,133,537,970,109,71,440,338,186,152,257,260
423,250,254,244,1941,310,7,70,876,36,506,66,133,75,394,338,161,177,249,245
234,250,254,247,1872,297,21,61,843,108,241,843,115,83,308,320,182,138,247,250
184,264,268,260,1854,291,6,69,814,37,265,84,128,75,308,349,180,169,263,262
199,259,263,255,1844,294,13,67,792,53,271,778,123,76,335,340,180,160,255,260
234,250,254,247,1872,297,21,61,843,108,241,843,115,83,308,320,182,138,247,250
404,248,254,241,2431,405,10,70,1095,41,352,1095,138,68,594,353,152,201,241,246
163,256,263,250,1835,317,47,62,849,147,208,808,98,80,497,318,196,122,251,257
121,267,274,261,2337,343,62,50,937,209,448,935,102,77,485,334,202,132,263,266
214,252,255,249,1989,301,17,58,847,109,327,160,126,79,256,330,172,158,250,251
66,268,277,262,2234,361,59,58,995,196,196,918,93,81,614,332,218,114,262,277
258,256,260,252,1737,288,17,65,742,75,236,704,115,78,314,331,185,146,254,257
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
163,256,263,250,1835,317,47,62,849,147,208,808,98,80,497,318,196,122,251,257
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
192,264,267,261,1944,397,15,85,1092,70,107,1032,106,82,251,330,201,129,263,266
140,266,273,260,2255,329,66,49,907,218,422,897,100,77,480,332,203,129,262,266
423,250,254,244,1941,310,7,70,876,36,506,66,133,75,394,338,161,177,249,245
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
194,265,269,260,1626,258,4,70,717,29,242,66,127,74,371,350,180,170,264,261
234,250,254,247,1872,297,21,61,843,108,241,843,115,83,308,320,182,138,247,250
66,268,277,262,2234,361,59,58,995,196,196,918,93,81,614,332,218,114,262,277
199,259,263,255,1695,286,16,65,728,73,225,689,114,78,312,334,188,146,257,260
163,256,263,250,1835,317,47,62,849,147,208,808,98,80,497,318,196,122,251,257
192,264,267,261,1944,397,15,85,1092,70,107,1032,106,82,251,330,201,129,263,266
121,267,274,261,2337,343,62,50,937,209,448,935,102,77,485,334,202,132,263,266
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
258,256,260,252,1737,288,17,65,742,75,236,704,115,78,314,331,185,146,254,257
204,262,267,257,2347,341,39,56,970,133,537,970,109,71,440,338,186,152,257,260
192,264,267,261,1944,397,15,85,1092,70,107,1032,106,82,251,330,201,129,263,266
214,252,255,249,1989,301,17,58,847,109,327,160,126,79,256,330,172,158,250,251
117,266,269,262,1941,411,26,84,1091,90,169,1025,103,87,257,326,208,118,263,267
45,269,278,263,1650,271,45,58,739,144,152,739,87,81,628,329,222,107,263,277
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
304,253,259,247,2411,370,9,69,1074,53,339,1068,132,68,523,353,161,192,248,251
192,264,267,261,1944,397,15,85,1092,70,107,1032,106,82,251,330,201,129,263,266
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
234,250,254,247,1872,297,21,61,843,108,241,843,115,83,308,320,182,138,247,250
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
213,259,262,256,1863,294,12,68,796,44,287,84,128,76,289,344,176,168,256,257
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
213,259,262,256,1863,294,12,68,796,44,287,84,128,76,289,344,176,168,256,257
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
192,264,267,261,1944,397,15,85,1092,70,107,1032,106,82,251,330,201,129,263,266
302,254,258,250,1758,291,18,65,774,80,227,719,111,79,308,326,186,140,252,255
213,259,262,256,1863,294,12,68,796,44,287,84,128,76,289,344,176,168,256,257
288,255,259,252,1921,305,14,68,823,48,294,817,127,76,287,339,172,167,252,254
304,253,259,247,2411,370,9,69,1074,53,339,1068,132,68,523,353,161,192,248,251
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
26,268,276,262,1788,281,49,55,776,176,176,731,90,80,603,330,218,112,262,276
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
258,256,260,252,1737,288,17,65,742,75,236,704,115,78,314,331,185,146,254,257
212,263,267,260,2059,412,16,85,1144,76,117,1087,105,82,262,328,201,127,262,266
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
105,267,272,263,2039,310,29,58,902,121,418,902,104,68,411,342,190,152,263,264
212,263,267,260,2059,412,16,85,1144,76,117,1087,105,82,262,328,201,127,262,266
234,250,254,247,1872,297,21,61,843,108,241,843,115,83,308,320,182,138,247,250
163,256,263,250,1835,317,47,62,849,147,208,808,98,80,497,318,196,122,251,257
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
102,270,275,265,2360,438,27,77,1237,98,132,1182,104,87,352,332,213,119,267,273
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
234,250,254,247,1872,297,21,61,843,108,241,843,115,83,308,320,182,138,247,250
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
18,270,272,265,2542,423,53,66,1213,188,188,1119,102,88,281,330,215,115,267,272
92,270,274,266,2206,412,23,78,1151,88,143,1125,102,86,298,331,213,118,268,273
159,263,267,259,1685,374,25,84,951,90,138,900,102,85,321,324,205,119,260,264
37,270,277,263,1951,297,66,54,854,200,261,854,96,80,512,333,213,120,263,272
105,267,272,263,2039,310,29,58,902,121,418,902,104,68,411,342,190,152,263,264
204,262,267,257,2347,341,39,56,970,133,537,970,109,71,440,338,186,152,257,260
177,261,266,257,1786,274,10,67,779,43,262,766,127,76,359,345,179,166,257,262
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
189,260,264,256,1829,291,12,68,786,47,273,777,126,76,317,343,178,165,256,260
199,259,263,255,1844,294,13,67,792,53,271,778,123,76,335,340,180,160,255,260
117,266,269,262,1941,411,26,84,1091,90,169,1025,103,87,257,326,208,118,263,267
110,266,275,260,2136,340,65,55,929,216,216,847,93,81,616,330,216,114,260,275
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
258,256,260,252,1737,288,17,65,742,75,236,704,115,78,314,331,185,146,254,257
37,270,277,263,1951,297,66,54,854,200,261,854,96,80,512,333,213,120,263,272
423,250,254,244,1941,310,7,70,876,36,506,66,133,75,394,338,161,177,249,245
213,259,262,256,1863,294,12,68,796,44,287,84,128,76,289,344,176,168,256,257
185,264,271,258,2198,318,69,47,885,227,404,869,100,79,494,329,203,126,260,264
136,265,269,260,1794,319,21,70,857,77,191,769,103,78,331,333,202,131,261,267
202,263,267,259,1760,278,6,69,769,35,259,77,128,75,317,348,178,170,262,261
404,248,254,241,2431,405,10,70,1095,41,352,1095,138,68,594,353,152,201,241,246
36,269,272,265,2444,434,49,74,1290,158,158,1173,102,88,253,329,214,115,267,272
102,270,275,265,2360,438,27,77,1237,98,132,1182,104,87,352,332,213,119,267,273
26,268,276,262,1788,281,49,55,776,176,176,731,90,80,603,330,218,112,262,276
133,256,263,251,1818,322,44,63,858,138,223,831,99,80,482,319,196,123,252,258
189,260,264,256,1829,291,12,68,786,47,273,777,126,76,317,343,178,165,256,260
66,268,277,262,2234,361,59,58,995,196,196,918,93,81,614,332,218,114,262,277
275,255,260,249,2403,369,9,68,1071,57,336,1061,131,69,510,352,164,188,250,252
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
202,263,267,259,1760,278,6,69,769,35,259,77,128,75,317,348,178,170,262,261
199,259,263,255,1844,294,13,67,792,53,271,778,123,76,335,340,180,160,255,260
238,256,261,251,2192,344,11,64,984,75,471,984,118,72,432,338,176,162,251,254
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
102,270,274,266,2235,426,23,80,1191,84,135,1156,102,85,307,331,212,119,268,273
121,267,274,261,2337,343,62,50,937,209,448,935,102,77,485,334,202,132,263,266
105,267,272,263,2039,310,29,58,902,121,418,902,104,68,411,342,190,152,263,264
102,270,274,266,2235,426,23,80,1191,84,135,1156,102,85,307,331,212,119,268,273
302,254,258,250,1758,291,18,65,774,80,227,719,111,79,308,326,186,140,252,255
199,259,263,255,1844,294,13,67,792,53,271,778,123,76,335,340,180,160,255,260
184,264,268,260,1854,291,6,69,814,37,265,84,128,75,308,349,180,169,263,262
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
273,255,260,248,2410,374,9,69,1079,53,338,1073,133,69,539,354,163,191,249,252
109,270,273,266,2218,426,22,81,1192,83,132,1153,103,85,297,331,211,120,268,273
108,269,273,265,1866,349,16,77,953,63,84,826,98,80,311,332,211,121,265,271
423,250,254,244,1941,310,7,70,876,36,506,66,133,75,394,338,161,177,249,245
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
177,261,266,257,1786,274,10,67,779,43,262,766,127,76,359,345,179,166,257,262
194,260,264,256,1764,283,11,68,765,43,259,749,127,76,324,344,177,167,256,260
179,261,265,256,1841,292,12,67,801,51,270,782,122,76,330,341,182,159,257,261
179,261,265,256,1841,292,12,67,801,51,270,782,122,76,330,341,182,159,257,261
208,258,262,254,1842,295,14,66,779,59,271,779,122,77,319,338,181,157,254,259
204,259,263,255,1583,266,23,65,747,83,203,674,112,76,317,333,186,147,256,259
390,241,244,238,2052,313,25,63,921,87,303,142,127,79,278,321,162,159,239,239
249,251,255,247,1883,297,19,62,846,104,241,846,113,83,315,320,184,136,247,251
249,251,255,247,1883,297,19,62,846,104,241,846,113,83,315,320,184,136,247,251
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
117,266,269,262,1941,411,26,84,1091,90,169,1025,103,87,257,326,208,118,263,267
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
56,270,273,266,2389,436,33,78,1295,120,133,1195,104,88,276,331,213,118,268,273
56,270,273,266,2389,436,33,78,1295,120,133,1195,104,88,276,331,213,118,268,273
136,266,273,259,1757,278,35,58,786,122,155,598,89,82,596,326,218,108,260,273
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
63,270,272,265,2375,439,34,79,1291,119,135,1191,103,88,269,330,213,117,268,272
56,270,273,266,2389,436,33,78,1295,120,133,1195,104,88,276,331,213,118,268,273
56,270,273,266,2389,436,33,78,1295,120,133,1195,104,88,276,331,213,118,268,273
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
212,263,267,260,2059,412,16,85,1144,76,117,1087,105,82,262,328,201,127,262,266
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
312,253,258,248,2285,359,13,66,1030,75,509,1030,122,70,447,341,169,172,248,251
102,270,275,265,2360,438,27,77,1237,98,132,1182,104,87,352,332,213,119,267,273
212,263,267,260,2059,412,16,85,1144,76,117,1087,105,82,262,328,201,127,262,266
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
129,266,269,263,1492,350,14,92,868,59,118,837,105,84,286,328,204,124,264,266
216,259,263,254,1815,283,12,67,789,47,269,789,126,76,354,342,178,164,254,259
129,266,269,263,1492,350,14,92,868,59,118,837,105,84,286,328,204,124,264,266
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
80,264,269,259,2178,378,36,61,982,167,167,982,94,84,400,324,213,111,259,269
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
258,256,261,251,2236,353,13,65,1005,76,498,1005,120,71,443,342,173,169,251,254
194,260,264,256,1764,283,11,68,765,43,259,749,127,76,324,344,177,167,256,260
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
118,269,274,264,2413,447,28,77,1266,97,135,1210,104,87,368,331,212,119,266,273
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
249,251,255,247,1883,297,19,62,846,104,241,846,113,83,315,320,184,136,247,251
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
212,263,267,260,2059,412,16,85,1144,76,117,1087,105,82,262,328,201,127,262,266
80,264,269,259,2178,378,36,61,982,167,167,982,94,84,400,324,213,111,259,269
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
171,264,268,261,1717,377,14,88,993,62,94,935,106,83,290,329,202,127,262,266
206,265,268,259,1708,265,4,70,755,30,254,64,128,75,395,349,179,170,265,260
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
309,252,256,248,1954,301,8,68,863,42,503,74,132,75,351,340,165,175,251,248
298,257,262,252,2287,345,30,60,966,103,362,966,115,68,453,341,172,169,252,254
238,257,263,252,2247,356,15,65,1005,77,516,1005,121,70,457,344,173,171,252,255
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
215,262,265,259,1518,343,11,89,886,55,134,829,108,81,281,328,196,132,260,263
77,266,269,262,2029,409,44,76,1077,139,179,1025,101,87,285,326,210,116,263,267
297,254,258,250,1816,299,19,65,810,84,229,746,110,80,315,325,188,137,252,255
254,251,257,246,1944,312,10,61,864,86,383,864,114,78,429,325,179,146,246,250
338,259,270,252,1946,401,48,63,913,165,165,478,105,77,710,340,205,135,254,270
66,268,277,262,2234,361,59,58,995,196,196,918,93,81,614,332,218,114,262,277
302,253,257,249,1792,293,19,64,785,83,236,730,112,79,301,326,185,141,252,254
238,258,263,253,2221,352,18,64,978,81,332,978,120,69,453,345,173,172,253,255
281,249,253,246,1958,285,21,57,830,119,303,765,120,81,282,322,175,147,248,249
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
16,268,271,263,2373,340,82,48,954,266,266,936,103,87,327,331,213,118,265,271
64,263,271,258,1913,302,37,63,868,133,176,813,94,80,587,327,210,117,258,270
283,256,262,251,2161,330,17,63,936,74,494,936,113,72,446,335,179,156,251,254
14,268,276,262,1956,312,37,63,889,134,187,834,94,81,584,331,216,115,262,275
338,259,270,252,1946,401,48,63,913,165,165,478,105,77,710,340,205,135,254,270
298,253,256,249,1881,297,6,68,814,41,493,74,131,76,312,339,167,172,251,249
351,243,247,240,1913,300,27,59,841,118,267,841,118,82,309,315,172,143,240,243
83,267,275,260,2060,334,51,58,921,177,177,854,93,80,625,331,216,115,261,275
131,265,273,259,1700,267,60,53,737,188,194,658,88,80,623,326,217,109,259,273
121,267,274,261,2337,343,62,50,937,209,448,935,102,77,485,334,202,132,263,266
288,255,259,252,1921,305,14,68,823,48,294,817,127,76,287,339,172,167,252,254
223,249,253,245,1839,304,26,62,847,113,227,847,114,83,335,318,181,137,245,248
223,249,253,245,1839,304,26,62,847,113,227,847,114,83,335,318,181,137,245,248
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
377,255,259,247,1933,322,3,72,902,30,495,56,133,73,485,344,164,180,255,248
363,247,251,244,1952,282,20,57,791,101,325,762,121,80,278,324,173,151,246,247
155,263,267,259,1775,305,20,68,820,79,201,748,105,78,324,332,199,133,261,265
298,253,256,249,1881,297,6,68,814,41,493,74,131,76,312,339,167,172,251,249
415,252,256,245,1924,314,5,71,880,33,499,61,132,74,442,340,162,178,252,246
110,266,275,260,2136,340,65,55,929,216,216,847,93,81,616,330,216,114,260,275
71,266,274,260,1868,297,50,56,820,176,176,765,92,81,602,329,216,113,260,274
34,269,272,265,2490,448,60,70,1277,186,219,1164,101,88,265,328,214,114,267,271
337,259,268,252,1773,373,42,64,842,149,149,418,104,78,660,338,205,133,255,268
167,262,266,257,1843,284,11,67,816,47,277,795,124,77,340,343,182,161,258,262
338,259,270,252,1946,401,48,63,913,165,165,478,105,77,710,340,205,135,254,270
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
172,267,270,262,1748,270,5,69,769,34,254,77,127,75,348,351,182,169,266,263
131,266,271,262,2122,307,33,54,901,146,287,901,103,70,396,339,192,147,262,264
377,255,259,247,1933,322,3,72,902,30,495,56,133,73,485,344,164,180,255,248
25,268,276,262,1891,306,38,61,856,143,143,808,93,80,603,331,216,115,262,276
312,253,260,246,1928,318,45,58,855,153,273,823,102,79,502,318,190,128,248,255
234,258,263,252,2205,349,16,65,979,78,511,979,119,70,459,343,175,168,252,255
129,267,270,263,1861,343,18,75,936,70,89,816,101,80,298,332,206,126,263,268
234,258,263,252,2205,349,16,65,979,78,511,979,119,70,459,343,175,168,252,255
288,255,259,252,1921,305,14,68,823,48,294,817,127,76,287,339,172,167,252,254
298,257,262,252,2287,345,30,60,966,103,362,966,115,68,453,341,172,169,252,254
351,243,247,240,1913,300,27,59,841,118,267,841,118,82,309,315,172,143,240,243
172,267,270,262,1748,270,5,69,769,34,254,77,127,75,348,351,182,169,266,263
352,251,255,246,2028,312,8,69,916,40,520,71,134,74,381,341,162,179,250,246
22,271,274,266,2436,436,50,73,1262,151,151,1152,103,88,293,331,215,116,268,274
22,271,274,266,2436,436,50,73,1262,151,151,1152,103,88,293,331,215,116,268,274
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
30,270,273,266,2396,451,43,76,1276,140,140,1155,103,89,275,330,215,115,268,273
254,257,261,252,1837,307,19,66,837,84,220,760,108,80,313,326,192,134,255,258
14,270,273,266,2486,415,51,67,1218,191,191,1122,101,89,268,329,216,113,268,273
223,262,265,259,1927,401,16,86,1092,70,106,1027,106,84,256,326,200,126,261,265
223,262,265,259,1927,401,16,86,1092,70,106,1027,106,84,256,326,200,126,261,265
40,272,279,266,2165,322,60,52,913,210,257,905,97,81,486,335,216,119,268,276
53,267,270,263,2394,446,53,71,1215,179,222,1155,101,88,272,326,212,114,264,269
207,260,263,255,1866,316,20,68,866,85,212,779,106,80,317,328,196,132,257,261
253,261,264,256,1691,265,5,70,737,31,260,65,129,75,345,346,175,171,260,257
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
71,266,274,260,1868,297,50,56,820,176,176,765,92,81,602,329,216,113,260,274
286,257,262,253,2417,357,22,62,1040,88,380,1040,118,66,436,345,167,178,253,254
124,266,270,262,1907,344,20,73,926,76,95,823,100,78,335,333,206,127,262,268
5,264,272,258,1887,329,29,67,907,118,147,451,87,77,597,324,212,112,259,270
377,255,259,247,1933,322,3,72,902,30,495,56,133,73,485,344,164,180,255,248
242,251,254,248,2004,290,17,57,826,104,350,155,126,79,261,330,171,159,250,249
200,260,268,254,2000,314,59,54,853,186,275,825,99,79,525,325,200,125,255,263
29,270,272,265,2440,434,51,71,1260,166,166,1146,102,89,256,329,215,114,267,272
70,268,271,264,2123,429,35,81,1165,108,188,1093,103,88,240,328,211,117,266,269
61,268,276,262,2137,336,42,61,960,149,205,886,92,81,581,332,219,113,262,276
254,251,257,246,1944,312,10,61,864,86,383,864,114,78,429,325,179,146,246,250
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
114,268,273,263,2232,413,26,75,1166,102,199,1109,103,85,362,330,210,120,264,270
109,270,273,266,2226,434,23,82,1218,82,125,1161,104,85,287,331,210,121,268,273
12,270,273,265,2518,408,51,64,1202,185,209,1117,100,90,281,328,217,111,267,273
48,270,273,266,2443,437,40,75,1288,142,142,1190,103,88,293,331,214,117,268,273
35,269,274,262,2338,336,59,51,973,227,237,819,95,85,471,330,219,111,265,274
97,267,272,262,2091,394,24,76,1099,100,180,1043,101,84,376,329,210,119,263,269
67,271,274,267,2355,442,29,79,1280,102,130,1198,104,88,277,331,213,118,268,273
245,256,262,251,2372,372,11,67,1079,69,327,1058,126,70,477,349,169,180,251,254
269,256,260,252,1819,307,19,67,832,82,214,756,107,79,333,326,192,134,254,258
377,255,259,247,1933,322,3,72,902,30,495,56,133,73,485,344,164,180,255,248
180,267,270,261,1728,267,4,70,764,31,252,70,127,75,354,351,182,169,267,263
377,255,259,247,1933,322,3,72,902,30,495,56,133,73,485,344,164,180,255,248
415,252,256,245,1924,314,5,71,880,33,499,61,132,74,442,340,162,178,252,246
415,252,256,245,1924,314,5,71,880,33,499,61,132,74,442,340,162,178,252,246
423,250,254,244,1941,310,7,70,876,36,506,66,133,75,394,338,161,177,249,245
321,252,255,248,1887,298,7,68,822,41,311,73,131,75,334,339,166,173,251,248
288,255,259,252,1921,305,14,68,823,48,294,817,127,76,287,339,172,167,252,254
309,252,256,248,1954,301,8,68,863,42,503,74,132,75,351,340,165,175,251,248
309,252,256,248,1954,301,8,68,863,42,503,74,132,75,351,340,165,175,251,248
298,253,256,249,1881,297,6,68,814,41,493,74,131,76,312,339,167,172,251,249
298,253,256,249,1881,297,6,68,814,41,493,74,131,76,312,339,167,172,251,249
298,253,256,249,1881,297,6,68,814,41,493,74,131,76,312,339,167,172,251,249
404,248,254,241,2431,405,10,70,1095,41,352,1095,138,68,594,353,152,201,241,246
167,262,266,257,1843,284,11,67,816,47,277,795,124,77,340,343,182,161,258,262
167,262,266,257,1843,284,11,67,816,47,277,795,124,77,340,343,182,161,258,262
288,254,260,247,2419,392,10,69,1086,46,343,1086,136,69,547,357,160,197,247,251
363,247,251,244,1952,282,20,57,791,101,325,762,121,80,278,324,173,151,246,247
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
302,253,257,249,1792,293,19,64,785,83,236,730,112,79,301,326,185,141,252,254
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
172,261,265,258,1615,277,24,68,785,79,182,706,110,76,291,334,190,144,258,261
155,263,267,259,1775,305,20,68,820,79,201,748,105,78,324,332,199,133,261,265
155,263,267,259,1775,305,20,68,820,79,201,748,105,78,324,332,199,133,261,265
297,254,258,250,1816,299,19,65,810,84,229,746,110,80,315,325,188,137,252,255
238,257,263,252,2247,356,15,65,1005,77,516,1005,121,70,457,344,173,171,252,255
238,257,263,252,2247,356,15,65,1005,77,516,1005,121,70,457,344,173,171,252,255
281,249,253,246,1958,285,21,57,830,119,303,765,120,81,282,322,175,147,248,249
298,257,262,252,2287,345,30,60,966,103,362,966,115,68,453,341,172,169,252,254
281,249,253,246,1958,285,21,57,830,119,303,765,120,81,282,322,175,147,248,249
129,266,270,261,1824,322,20,70,864,77,194,780,102,78,333,333,203,130,261,267
351,243,247,240,1913,300,27,59,841,118,267,841,118,82,309,315,172,143,240,243
351,243,247,240,1913,300,27,59,841,118,267,841,118,82,309,315,172,143,240,243
283,256,262,251,2161,330,17,63,936,74,494,936,113,72,446,335,179,156,251,254
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
223,249,253,245,1839,304,26,62,847,113,227,847,114,83,335,318,181,137,245,248
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
254,251,257,246,1944,312,10,61,864,86,383,864,114,78,429,325,179,146,246,250
260,260,264,257,1967,388,15,83,1077,76,118,1030,107,81,262,327,195,132,259,263
215,262,265,259,1518,343,11,89,886,55,134,829,108,81,281,328,196,132,260,263
109,270,273,266,2218,426,22,81,1192,83,132,1153,103,85,297,331,211,120,268,273
109,270,273,266,2218,426,22,81,1192,83,132,1153,103,85,297,331,211,120,268,273
215,262,265,259,1518,343,11,89,886,55,134,829,108,81,281,328,196,132,260,263
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
241,261,264,258,1818,387,14,87,1039,66,100,975,107,84,255,326,199,127,259,263
121,267,274,261,2337,343,62,50,937,209,448,935,102,77,485,334,202,132,263,266
121,267,274,261,2337,343,62,50,937,209,448,935,102,77,485,334,202,132,263,266
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
101,266,271,263,1617,359,25,85,907,85,128,869,103,85,325,328,208,120,264,267
123,265,269,262,1758,390,22,86,1006,82,148,946,103,86,271,326,207,119,263,266
